Datum;temp;weather_main
2022-10-30 03:00:00 +0000 UTC;11.85;Clouds
2022-10-30 04:00:00 +0000 UTC;11.63;Clouds
2022-10-30 05:00:00 +0000 UTC;11.86;Clouds
2022-10-30 06:00:00 +0000 UTC;10.91;Clouds
2022-10-30 07:00:00 +0000 UTC;11.52;Rain
2022-10-30 08:00:00 +0000 UTC;11.9;Clouds
2022-10-30 09:00:00 +0000 UTC;11.94;Clouds
2022-10-30 10:00:00 +0000 UTC;12.4;Clouds
2022-10-30 11:00:00 +0000 UTC;13.82;Clouds
2022-10-30 12:00:00 +0000 UTC;15.06;Clouds
2022-10-30 13:00:00 +0000 UTC;15.55;Clouds
2022-10-30 14:00:00 +0000 UTC;14.94;Clouds
2022-10-30 15:00:00 +0000 UTC;14.33;Clear
2022-10-30 16:00:00 +0000 UTC;13.99;Clouds
2022-10-30 17:00:00 +0000 UTC;13.5;Clouds
2022-10-30 18:00:00 +0000 UTC;13.29;Clouds
2022-10-30 19:00:00 +0000 UTC;12.54;Clouds
2022-10-30 20:00:00 +0000 UTC;12.26;Clouds
2022-10-30 21:00:00 +0000 UTC;12.34;Clouds
2022-10-30 22:00:00 +0000 UTC;12.43;Clouds
2022-10-30 23:00:00 +0000 UTC;12.71;Clouds
2022-10-31 00:00:00 +0000 UTC;12.71;Clouds
2022-10-31 01:00:00 +0000 UTC;12.71;Clouds
2022-10-31 02:00:00 +0000 UTC;12.71;Rain
2022-10-31 03:00:00 +0000 UTC;12.71;Rain
2022-10-31 04:00:00 +0000 UTC;12.71;Rain
2022-10-31 05:00:00 +0000 UTC;12.72;Clouds
2022-10-31 06:00:00 +0000 UTC;12.86;Clouds
2022-10-31 07:00:00 +0000 UTC;12.15;Clouds
2022-10-31 08:00:00 +0000 UTC;12.35;Clouds
2022-10-31 09:00:00 +0000 UTC;12.83;Clouds
2022-10-31 10:00:00 +0000 UTC;12.96;Clouds
2022-10-31 11:00:00 +0000 UTC;13.99;Clouds
2022-10-31 12:00:00 +0000 UTC;14.01;Clouds
2022-10-31 13:00:00 +0000 UTC;14.23;Clouds
2022-10-31 14:00:00 +0000 UTC;11.92;Clouds
2022-10-31 15:00:00 +0000 UTC;11.2;Clouds
2022-10-31 16:00:00 +0000 UTC;10.99;Clouds
2022-10-31 17:00:00 +0000 UTC;10.87;Clouds
2022-10-31 18:00:00 +0000 UTC;10.85;Clouds
2022-10-31 19:00:00 +0000 UTC;10.77;Clouds
2022-10-31 20:00:00 +0000 UTC;10.2;Clouds
2022-10-31 21:00:00 +0000 UTC;10.49;Clouds
2022-10-31 22:00:00 +0000 UTC;10.07;Clouds
2022-10-31 23:00:00 +0000 UTC;9.49;Clouds
2022-11-01 00:00:00 +0000 UTC;10.05;Clouds
2022-11-01 01:00:00 +0000 UTC;9.43;Clouds
2022-11-01 02:00:00 +0000 UTC;9.41;Clouds
2022-11-01 03:00:00 +0000 UTC;9.43;Clouds
2022-11-01 04:00:00 +0000 UTC;9.72;Clouds
2022-11-01 05:00:00 +0000 UTC;9.92;Clouds
2022-11-01 06:00:00 +0000 UTC;9.92;Clouds
2022-11-01 07:00:00 +0000 UTC;9.92;Clouds
2022-11-01 08:00:00 +0000 UTC;10.05;Clouds
2022-11-01 09:00:00 +0000 UTC;11.03;Clouds
2022-11-01 10:00:00 +0000 UTC;11.47;Clouds
2022-11-01 11:00:00 +0000 UTC;11.69;Clouds
2022-11-01 12:00:00 +0000 UTC;12.14;Rain
2022-11-01 13:00:00 +0000 UTC;11.69;Rain
2022-11-01 14:00:00 +0000 UTC;12.11;Rain
2022-11-01 15:00:00 +0000 UTC;12.11;Rain
2022-11-01 16:00:00 +0000 UTC;12.42;Clouds
2022-11-01 17:00:00 +0000 UTC;12.51;Clouds
2022-11-01 18:00:00 +0000 UTC;12.14;Clouds
2022-11-01 19:00:00 +0000 UTC;12.13;Clouds
2022-11-01 20:00:00 +0000 UTC;11.77;Clouds
2022-11-01 21:00:00 +0000 UTC;12.15;Clouds
2022-11-01 22:00:00 +0000 UTC;12.58;Clouds
2022-11-01 23:00:00 +0000 UTC;12.15;Clouds
2022-11-02 00:00:00 +0000 UTC;12.15;Clouds
2022-11-02 01:00:00 +0000 UTC;12.23;Clouds
2022-11-02 02:00:00 +0000 UTC;11.56;Clouds
2022-11-02 03:00:00 +0000 UTC;11.55;Clouds
2022-11-02 04:00:00 +0000 UTC;12.01;Clouds
2022-11-02 05:00:00 +0000 UTC;11.53;Clouds
2022-11-02 06:00:00 +0000 UTC;11.24;Clouds
2022-11-02 07:00:00 +0000 UTC;11.04;Rain
2022-11-02 08:00:00 +0000 UTC;11.04;Rain
2022-11-02 09:00:00 +0000 UTC;11.04;Rain
2022-11-02 10:00:00 +0000 UTC;11.25;Rain
2022-11-02 11:00:00 +0000 UTC;12.01;Rain
2022-11-02 12:00:00 +0000 UTC;11.28;Rain
2022-11-02 13:00:00 +0000 UTC;11.38;Rain
2022-11-02 14:00:00 +0000 UTC;11.15;Clouds
2022-11-02 15:00:00 +0000 UTC;10.65;Rain
2022-11-02 16:00:00 +0000 UTC;10.15;Rain
2022-11-02 17:00:00 +0000 UTC;9.21;Rain
2022-11-02 18:00:00 +0000 UTC;10.78;Clear
2022-11-02 19:00:00 +0000 UTC;9.47;Clouds
2022-11-02 20:00:00 +0000 UTC;9.85;Clouds
2022-11-02 21:00:00 +0000 UTC;9.47;Clear
2022-11-02 22:00:00 +0000 UTC;9.63;Clouds
2022-11-02 23:00:00 +0000 UTC;9.08;Clouds
2022-11-03 00:00:00 +0000 UTC;8.79;Clouds
2022-11-03 01:00:00 +0000 UTC;10;Clouds
2022-11-03 02:00:00 +0000 UTC;10.31;Clouds
2022-11-03 03:00:00 +0000 UTC;10.32;Clouds
2022-11-03 04:00:00 +0000 UTC;10.04;Clouds
2022-11-03 05:00:00 +0000 UTC;9.77;Clouds
2022-11-03 06:00:00 +0000 UTC;9.72;Clouds
2022-11-03 07:00:00 +0000 UTC;10.16;Rain
2022-11-03 08:00:00 +0000 UTC;10.5;Rain
2022-11-03 09:00:00 +0000 UTC;10.92;Clouds
2022-11-03 10:00:00 +0000 UTC;11.03;Clouds
2022-11-03 11:00:00 +0000 UTC;11.04;Clouds
2022-11-03 12:00:00 +0000 UTC;11.07;Clouds
2022-11-03 13:00:00 +0000 UTC;11.52;Clouds
2022-11-03 14:00:00 +0000 UTC;11.74;Clouds
2022-11-03 15:00:00 +0000 UTC;11.52;Clouds
2022-11-03 16:00:00 +0000 UTC;11.06;Clouds
2022-11-03 17:00:00 +0000 UTC;9.61;Clouds
2022-11-03 18:00:00 +0000 UTC;10.43;Clouds
2022-11-03 19:00:00 +0000 UTC;9.93;Clouds
2022-11-03 20:00:00 +0000 UTC;9.57;Clouds
2022-11-03 21:00:00 +0000 UTC;9.55;Clouds
2022-11-03 22:00:00 +0000 UTC;9.58;Clouds
2022-11-03 23:00:00 +0000 UTC;8.69;Clouds
2022-11-04 00:00:00 +0000 UTC;8.68;Clouds
2022-11-04 01:00:00 +0000 UTC;8.47;Clouds
2022-11-04 02:00:00 +0000 UTC;8.26;Clouds
2022-11-04 03:00:00 +0000 UTC;9.29;Clouds
2022-11-04 04:00:00 +0000 UTC;8.84;Clouds
2022-11-04 05:00:00 +0000 UTC;9.37;Clouds
2022-11-04 06:00:00 +0000 UTC;8.73;Clouds
2022-11-04 07:00:00 +0000 UTC;9.07;Clouds
2022-11-04 08:00:00 +0000 UTC;9.43;Clouds
2022-11-04 09:00:00 +0000 UTC;10.04;Clouds
2022-11-04 10:00:00 +0000 UTC;10.47;Clouds
2022-11-04 11:00:00 +0000 UTC;11.02;Rain
2022-11-04 12:00:00 +0000 UTC;10.17;Rain
2022-11-04 13:00:00 +0000 UTC;9.96;Rain
2022-11-04 14:00:00 +0000 UTC;10.16;Rain
2022-11-04 15:00:00 +0000 UTC;10.43;Rain
2022-11-04 16:00:00 +0000 UTC;10.44;Rain
2022-11-04 17:00:00 +0000 UTC;10.44;Rain
2022-11-04 18:00:00 +0000 UTC;10.44;Clouds
2022-11-04 19:00:00 +0000 UTC;10.47;Clouds
2022-11-04 20:00:00 +0000 UTC;9.98;Clouds
2022-11-04 21:00:00 +0000 UTC;10.48;Clouds
2022-11-04 22:00:00 +0000 UTC;9.4;Clouds
2022-11-04 23:00:00 +0000 UTC;9.34;Clouds
2022-11-05 00:00:00 +0000 UTC;9.82;Clouds
2022-11-05 01:00:00 +0000 UTC;8.99;Clouds
2022-11-05 02:00:00 +0000 UTC;9.26;Clouds
2022-11-05 03:00:00 +0000 UTC;9.41;Clouds
2022-11-05 04:00:00 +0000 UTC;9.01;Clouds
2022-11-05 05:00:00 +0000 UTC;9.22;Rain
2022-11-05 06:00:00 +0000 UTC;9.52;Rain
2022-11-05 07:00:00 +0000 UTC;9.24;Rain
2022-11-05 08:00:00 +0000 UTC;9.95;Clouds
2022-11-05 09:00:00 +0000 UTC;10.42;Clouds
2022-11-05 10:00:00 +0000 UTC;10.84;Rain
2022-11-05 11:00:00 +0000 UTC;10.85;Rain
2022-11-05 12:00:00 +0000 UTC;10.86;Rain
2022-11-05 13:00:00 +0000 UTC;10.5;Rain
2022-11-05 14:00:00 +0000 UTC;9.99;Rain
2022-11-05 15:00:00 +0000 UTC;10.79;Clouds
2022-11-05 16:00:00 +0000 UTC;9.47;Clouds
2022-11-05 17:00:00 +0000 UTC;9.02;Rain
2022-11-05 18:00:00 +0000 UTC;9.06;Rain
2022-11-05 19:00:00 +0000 UTC;9.56;Rain
2022-11-05 20:00:00 +0000 UTC;9.04;Rain
2022-11-05 21:00:00 +0000 UTC;9.46;Rain
2022-11-05 22:00:00 +0000 UTC;9.76;Clouds
2022-11-05 23:00:00 +0000 UTC;9.75;Rain
2022-11-06 00:00:00 +0000 UTC;9.57;Rain
2022-11-06 01:00:00 +0000 UTC;9.85;Rain
2022-11-06 02:00:00 +0000 UTC;10.03;Rain
2022-11-06 03:00:00 +0000 UTC;9.96;Rain
2022-11-06 04:00:00 +0000 UTC;9.95;Rain
2022-11-06 05:00:00 +0000 UTC;9.54;Rain
2022-11-06 06:00:00 +0000 UTC;9.34;Rain
2022-11-06 07:00:00 +0000 UTC;9.53;Rain
2022-11-06 08:00:00 +0000 UTC;9.83;Rain
2022-11-06 09:00:00 +0000 UTC;10.61;Rain
2022-11-06 10:00:00 +0000 UTC;11.04;Rain
2022-11-06 11:00:00 +0000 UTC;11.05;Rain
2022-11-06 12:00:00 +0000 UTC;11.5;Clouds
2022-11-06 13:00:00 +0000 UTC;11.53;Clouds
2022-11-06 14:00:00 +0000 UTC;11.49;Clouds
2022-11-06 15:00:00 +0000 UTC;11.05;Clouds
2022-11-06 16:00:00 +0000 UTC;11.02;Clouds
2022-11-06 17:00:00 +0000 UTC;11.03;Clouds
2022-11-06 18:00:00 +0000 UTC;11;Rain
2022-11-06 19:00:00 +0000 UTC;10.45;Rain
2022-11-06 20:00:00 +0000 UTC;10.14;Rain
2022-11-06 21:00:00 +0000 UTC;9.94;Rain
2022-11-06 22:00:00 +0000 UTC;9.97;Rain
2022-11-06 23:00:00 +0000 UTC;10.48;Rain
2022-11-07 00:00:00 +0000 UTC;9.96;Rain
2022-11-07 01:00:00 +0000 UTC;10.48;Clouds
2022-11-07 02:00:00 +0000 UTC;9.86;Rain
2022-11-07 03:00:00 +0000 UTC;9.36;Rain
2022-11-07 04:00:00 +0000 UTC;9.38;Rain
2022-11-07 05:00:00 +0000 UTC;8.43;Rain
2022-11-07 06:00:00 +0000 UTC;8.92;Rain
2022-11-07 07:00:00 +0000 UTC;9.98;Rain
2022-11-07 08:00:00 +0000 UTC;10.91;Rain
2022-11-07 09:00:00 +0000 UTC;10.93;Rain
2022-11-07 10:00:00 +0000 UTC;10.55;Rain
2022-11-07 11:00:00 +0000 UTC;9.54;Rain
2022-11-07 12:00:00 +0000 UTC;10;Rain
2022-11-07 13:00:00 +0000 UTC;10.2;Rain
2022-11-07 14:00:00 +0000 UTC;10.65;Rain
2022-11-07 15:00:00 +0000 UTC;10.63;Rain
2022-11-07 16:00:00 +0000 UTC;10.51;Clouds
2022-11-07 17:00:00 +0000 UTC;10.51;Clouds
2022-11-07 18:00:00 +0000 UTC;10.92;Rain
2022-11-07 19:00:00 +0000 UTC;11.47;Clouds
2022-11-07 20:00:00 +0000 UTC;10.47;Clouds
2022-11-07 21:00:00 +0000 UTC;10.16;Clear
2022-11-07 22:00:00 +0000 UTC;10.18;Clouds
2022-11-07 23:00:00 +0000 UTC;10.09;Clouds
2022-11-08 00:00:00 +0000 UTC;10.09;Clouds
2022-11-08 01:00:00 +0000 UTC;10.51;Rain
2022-11-08 02:00:00 +0000 UTC;11.05;Rain
2022-11-08 03:00:00 +0000 UTC;11.12;Clouds
2022-11-08 04:00:00 +0000 UTC;11.53;Clouds
2022-11-08 05:00:00 +0000 UTC;11.62;Rain
2022-11-08 06:00:00 +0000 UTC;11.63;Rain
2022-11-08 07:00:00 +0000 UTC;11.63;Rain
2022-11-08 08:00:00 +0000 UTC;12.2;Rain
2022-11-08 09:00:00 +0000 UTC;11.65;Rain
2022-11-08 10:00:00 +0000 UTC;12.1;Rain
2022-11-08 11:00:00 +0000 UTC;12.12;Clouds
2022-11-08 12:00:00 +0000 UTC;11.66;Clouds
2022-11-08 13:00:00 +0000 UTC;12.18;Clouds
2022-11-08 14:00:00 +0000 UTC;12.14;Clouds
2022-11-08 15:00:00 +0000 UTC;11.06;Clouds
2022-11-08 16:00:00 +0000 UTC;11.23;Clouds
2022-11-08 17:00:00 +0000 UTC;11.22;Rain
2022-11-08 18:00:00 +0000 UTC;11.51;Rain
2022-11-08 19:00:00 +0000 UTC;11.57;Rain
2022-11-08 20:00:00 +0000 UTC;11.25;Clouds
2022-11-08 21:00:00 +0000 UTC;11.55;Clouds
2022-11-08 22:00:00 +0000 UTC;11.53;Clouds
2022-11-08 23:00:00 +0000 UTC;11.55;Clouds
2022-11-09 00:00:00 +0000 UTC;11.27;Clouds
2022-11-09 01:00:00 +0000 UTC;10.74;Clouds
2022-11-09 02:00:00 +0000 UTC;11.07;Rain
2022-11-09 03:00:00 +0000 UTC;11.25;Rain
2022-11-09 04:00:00 +0000 UTC;11.26;Clouds
2022-11-09 05:00:00 +0000 UTC;11.24;Clouds
2022-11-09 06:00:00 +0000 UTC;11.53;Clouds
2022-11-09 07:00:00 +0000 UTC;10.76;Clouds
2022-11-09 08:00:00 +0000 UTC;11.05;Clouds
2022-11-09 09:00:00 +0000 UTC;11.27;Rain
2022-11-09 10:00:00 +0000 UTC;12.3;Rain
2022-11-09 11:00:00 +0000 UTC;11.94;Clouds
2022-11-09 12:00:00 +0000 UTC;12.12;Rain
2022-11-09 13:00:00 +0000 UTC;12.23;Clouds
2022-11-09 14:00:00 +0000 UTC;12.1;Clouds
2022-11-09 15:00:00 +0000 UTC;11.63;Clouds
2022-11-09 16:00:00 +0000 UTC;11.26;Rain
2022-11-09 17:00:00 +0000 UTC;11.53;Clouds
2022-11-09 18:00:00 +0000 UTC;11.05;Clouds
2022-11-09 19:00:00 +0000 UTC;11.52;Rain
2022-11-09 20:00:00 +0000 UTC;11.05;Rain
2022-11-09 21:00:00 +0000 UTC;11.52;Rain
2022-11-09 22:00:00 +0000 UTC;10.86;Rain
2022-11-09 23:00:00 +0000 UTC;11.43;Rain
2022-11-10 00:00:00 +0000 UTC;11.08;Rain
2022-11-10 01:00:00 +0000 UTC;10.06;Rain
2022-11-10 02:00:00 +0000 UTC;10.14;Rain
2022-11-10 03:00:00 +0000 UTC;9.58;Rain
2022-11-10 04:00:00 +0000 UTC;9.65;Rain
2022-11-10 05:00:00 +0000 UTC;9.05;Clouds
2022-11-10 06:00:00 +0000 UTC;9.03;Clouds
2022-11-10 07:00:00 +0000 UTC;10.36;Clouds
2022-11-10 08:00:00 +0000 UTC;10.4;Clouds
2022-11-10 09:00:00 +0000 UTC;10.46;Clouds
2022-11-10 10:00:00 +0000 UTC;10.96;Clouds
2022-11-10 11:00:00 +0000 UTC;11.32;Clouds
2022-11-10 12:00:00 +0000 UTC;11.06;Clouds
2022-11-10 13:00:00 +0000 UTC;11.06;Rain
2022-11-10 14:00:00 +0000 UTC;11.08;Rain
2022-11-10 15:00:00 +0000 UTC;10.16;Rain
2022-11-10 16:00:00 +0000 UTC;11.04;Rain
2022-11-10 17:00:00 +0000 UTC;11.24;Rain
2022-11-10 18:00:00 +0000 UTC;11.64;Rain
2022-11-10 19:00:00 +0000 UTC;11.65;Rain
2022-11-10 20:00:00 +0000 UTC;11.66;Clouds
2022-11-10 21:00:00 +0000 UTC;11.66;Rain
2022-11-10 22:00:00 +0000 UTC;11.84;Rain
2022-11-10 23:00:00 +0000 UTC;12.12;Rain
2022-11-11 00:00:00 +0000 UTC;12.13;Rain
2022-11-11 01:00:00 +0000 UTC;12.13;Rain
2022-11-11 02:00:00 +0000 UTC;12.25;Rain
2022-11-11 03:00:00 +0000 UTC;12.26;Rain
2022-11-11 04:00:00 +0000 UTC;12.73;Clouds
2022-11-11 05:00:00 +0000 UTC;12.46;Clouds
2022-11-11 06:00:00 +0000 UTC;12.74;Clouds
2022-11-11 07:00:00 +0000 UTC;12.55;Clouds
2022-11-11 08:00:00 +0000 UTC;12.73;Clouds
2022-11-11 09:00:00 +0000 UTC;13.01;Clouds
2022-11-11 10:00:00 +0000 UTC;13;Clouds
2022-11-11 11:00:00 +0000 UTC;13.01;Clouds
2022-11-11 12:00:00 +0000 UTC;13.02;Clouds
2022-11-11 13:00:00 +0000 UTC;13.21;Clouds
2022-11-11 14:00:00 +0000 UTC;12.87;Clouds
2022-11-11 15:00:00 +0000 UTC;13.12;Clouds
2022-11-11 16:00:00 +0000 UTC;13.01;Clouds
2022-11-11 17:00:00 +0000 UTC;13.11;Clouds
2022-11-11 18:00:00 +0000 UTC;13.04;Clouds
2022-11-11 19:00:00 +0000 UTC;12.73;Clouds
2022-11-11 20:00:00 +0000 UTC;12.73;Clouds
2022-11-11 21:00:00 +0000 UTC;12.71;Clouds
2022-11-11 22:00:00 +0000 UTC;12.99;Clouds
2022-11-11 23:00:00 +0000 UTC;12.55;Clouds
2022-11-12 00:00:00 +0000 UTC;12.55;Clouds
2022-11-12 01:00:00 +0000 UTC;12.55;Clouds
2022-11-12 02:00:00 +0000 UTC;12.75;Clouds
2022-11-12 03:00:00 +0000 UTC;13.15;Clouds
2022-11-12 04:00:00 +0000 UTC;12.87;Clouds
2022-11-12 05:00:00 +0000 UTC;12.96;Clouds
2022-11-12 06:00:00 +0000 UTC;13.32;Clouds
2022-11-12 07:00:00 +0000 UTC;12.56;Clouds
2022-11-12 08:00:00 +0000 UTC;12.55;Clear
2022-11-12 09:00:00 +0000 UTC;13;Clear
2022-11-12 10:00:00 +0000 UTC;12.87;Clouds
2022-11-12 11:00:00 +0000 UTC;12.85;Clouds
2022-11-12 12:00:00 +0000 UTC;13.11;Clouds
2022-11-12 13:00:00 +0000 UTC;12.84;Clouds
2022-11-12 14:00:00 +0000 UTC;12.61;Clouds
2022-11-12 15:00:00 +0000 UTC;12.63;Clouds
2022-11-12 16:00:00 +0000 UTC;11.65;Clouds
2022-11-12 17:00:00 +0000 UTC;11.55;Clouds
2022-11-12 18:00:00 +0000 UTC;11.54;Clouds
2022-11-12 19:00:00 +0000 UTC;11.55;Clouds
2022-11-12 20:00:00 +0000 UTC;11.15;Clouds
2022-11-12 21:00:00 +0000 UTC;11.25;Clouds
2022-11-12 22:00:00 +0000 UTC;10.75;Rain
2022-11-12 23:00:00 +0000 UTC;11.25;Clouds
2022-11-13 00:00:00 +0000 UTC;11.22;Clouds
2022-11-13 01:00:00 +0000 UTC;11.32;Clouds
2022-11-13 02:00:00 +0000 UTC;11.32;Clouds
2022-11-13 03:00:00 +0000 UTC;12.12;Clouds
2022-11-13 04:00:00 +0000 UTC;11.32;Rain
2022-11-13 05:00:00 +0000 UTC;12.18;Rain
2022-11-13 06:00:00 +0000 UTC;11.15;Rain
2022-11-13 07:00:00 +0000 UTC;11.78;Rain
2022-11-13 08:00:00 +0000 UTC;10.98;Rain
2022-11-13 09:00:00 +0000 UTC;11.73;Clouds
2022-11-13 10:00:00 +0000 UTC;11.43;Clouds
2022-11-13 11:00:00 +0000 UTC;11.45;Clouds
2022-11-13 12:00:00 +0000 UTC;11.82;Clouds
2022-11-13 13:00:00 +0000 UTC;11.41;Clouds
2022-11-13 14:00:00 +0000 UTC;11.11;Clouds
2022-11-13 15:00:00 +0000 UTC;10.82;Clouds
2022-11-13 16:00:00 +0000 UTC;11.04;Clouds
2022-11-13 17:00:00 +0000 UTC;11.02;Clouds
2022-11-13 18:00:00 +0000 UTC;11.02;Clouds
2022-11-13 19:00:00 +0000 UTC;10.68;Rain
2022-11-13 20:00:00 +0000 UTC;11.01;Clouds
2022-11-13 21:00:00 +0000 UTC;10.7;Clouds
2022-11-13 22:00:00 +0000 UTC;10.54;Clouds
2022-11-13 23:00:00 +0000 UTC;10.53;Rain
2022-11-14 00:00:00 +0000 UTC;11.04;Rain
2022-11-14 01:00:00 +0000 UTC;10.05;Rain
2022-11-14 02:00:00 +0000 UTC;10.36;Rain
2022-11-14 03:00:00 +0000 UTC;9.94;Rain
2022-11-14 04:00:00 +0000 UTC;8.84;Rain
2022-11-14 05:00:00 +0000 UTC;8.34;Clouds
2022-11-14 06:00:00 +0000 UTC;7.94;Clouds
2022-11-14 07:00:00 +0000 UTC;7.73;Clouds
2022-11-14 08:00:00 +0000 UTC;7.73;Clouds
2022-11-14 09:00:00 +0000 UTC;8.3;Clouds
2022-11-14 10:00:00 +0000 UTC;8.82;Rain
2022-11-14 11:00:00 +0000 UTC;9.38;Clouds
2022-11-14 12:00:00 +0000 UTC;9.4;Clouds
2022-11-14 13:00:00 +0000 UTC;9.39;Clouds
2022-11-14 14:00:00 +0000 UTC;8.86;Clouds
2022-11-14 15:00:00 +0000 UTC;8.85;Clouds
2022-11-14 16:00:00 +0000 UTC;8.85;Clouds
2022-11-14 17:00:00 +0000 UTC;8.85;Clouds
2022-11-14 18:00:00 +0000 UTC;8.85;Clouds
2022-11-14 19:00:00 +0000 UTC;8.82;Clouds
2022-11-14 20:00:00 +0000 UTC;8.94;Clouds
2022-11-14 21:00:00 +0000 UTC;8.94;Clouds
2022-11-14 22:00:00 +0000 UTC;8.25;Clouds
2022-11-14 23:00:00 +0000 UTC;8.25;Clouds
2022-11-15 00:00:00 +0000 UTC;7.86;Clouds
2022-11-15 01:00:00 +0000 UTC;7.82;Clouds
2022-11-15 02:00:00 +0000 UTC;8.24;Clouds
2022-11-15 03:00:00 +0000 UTC;8.24;Clouds
2022-11-15 04:00:00 +0000 UTC;8.29;Clouds
2022-11-15 05:00:00 +0000 UTC;7.73;Rain
2022-11-15 06:00:00 +0000 UTC;7.73;Clouds
2022-11-15 07:00:00 +0000 UTC;8.29;Rain
2022-11-15 08:00:00 +0000 UTC;8.22;Rain
2022-11-15 09:00:00 +0000 UTC;8.27;Rain
2022-11-15 10:00:00 +0000 UTC;8.83;Clouds
2022-11-15 11:00:00 +0000 UTC;8.83;Clouds
2022-11-15 12:00:00 +0000 UTC;8.86;Clouds
2022-11-15 13:00:00 +0000 UTC;8.86;Clouds
2022-11-15 14:00:00 +0000 UTC;8.74;Rain
2022-11-15 15:00:00 +0000 UTC;7.52;Rain
2022-11-15 16:00:00 +0000 UTC;7.62;Rain
2022-11-15 17:00:00 +0000 UTC;7.16;Rain
2022-11-15 18:00:00 +0000 UTC;7.21;Rain
2022-11-15 19:00:00 +0000 UTC;7.15;Rain
2022-11-15 20:00:00 +0000 UTC;7.15;Clouds
2022-11-15 21:00:00 +0000 UTC;7.08;Clouds
2022-11-15 22:00:00 +0000 UTC;6.33;Clouds
2022-11-15 23:00:00 +0000 UTC;5.75;Clouds
2022-11-16 00:00:00 +0000 UTC;6.07;Clouds
2022-11-16 01:00:00 +0000 UTC;6.04;Clouds
2022-11-16 02:00:00 +0000 UTC;6.52;Clouds
2022-11-16 03:00:00 +0000 UTC;6.57;Clouds
2022-11-16 04:00:00 +0000 UTC;6.53;Clouds
2022-11-16 05:00:00 +0000 UTC;5.63;Clouds
2022-11-16 06:00:00 +0000 UTC;5.44;Clouds
2022-11-16 07:00:00 +0000 UTC;5.93;Rain
2022-11-16 08:00:00 +0000 UTC;6.07;Rain
2022-11-16 09:00:00 +0000 UTC;6.28;Clouds
2022-11-16 10:00:00 +0000 UTC;6.57;Clouds
2022-11-16 11:00:00 +0000 UTC;7.5;Clouds
2022-11-16 12:00:00 +0000 UTC;7.9;Clouds
2022-11-16 13:00:00 +0000 UTC;7.66;Clouds
2022-11-16 14:00:00 +0000 UTC;6.98;Clouds
2022-11-16 15:00:00 +0000 UTC;5.78;Clouds
2022-11-16 16:00:00 +0000 UTC;5.16;Clouds
2022-11-16 17:00:00 +0000 UTC;4.37;Clouds
2022-11-16 18:00:00 +0000 UTC;3.53;Clouds
2022-11-16 19:00:00 +0000 UTC;3.52;Clouds
2022-11-16 20:00:00 +0000 UTC;4.3;Clouds
2022-11-16 21:00:00 +0000 UTC;3.81;Clouds
2022-11-16 22:00:00 +0000 UTC;3.81;Clouds
2022-11-16 23:00:00 +0000 UTC;3.09;Clouds
2022-11-17 00:00:00 +0000 UTC;2.98;Clear
2022-11-17 01:00:00 +0000 UTC;2.93;Clouds
2022-11-17 02:00:00 +0000 UTC;3.28;Clouds
2022-11-17 03:00:00 +0000 UTC;3.35;Clouds
2022-11-17 04:00:00 +0000 UTC;3.35;Clouds
2022-11-17 05:00:00 +0000 UTC;3.35;Clouds
2022-11-17 06:00:00 +0000 UTC;3.73;Clouds
2022-11-17 07:00:00 +0000 UTC;3.71;Clouds
2022-11-17 08:00:00 +0000 UTC;3.29;Clouds
2022-11-17 09:00:00 +0000 UTC;4.4;Clouds
2022-11-17 10:00:00 +0000 UTC;4.66;Clouds
2022-11-17 11:00:00 +0000 UTC;4.76;Clouds
2022-11-17 12:00:00 +0000 UTC;5.26;Clouds
2022-11-17 13:00:00 +0000 UTC;5.05;Clouds
2022-11-17 14:00:00 +0000 UTC;4.73;Clouds
2022-11-17 15:00:00 +0000 UTC;3.49;Clouds
2022-11-17 16:00:00 +0000 UTC;3.01;Clouds
2022-11-17 17:00:00 +0000 UTC;3.26;Clouds
2022-11-17 18:00:00 +0000 UTC;2.68;Clouds
2022-11-17 19:00:00 +0000 UTC;3.45;Clouds
2022-11-17 20:00:00 +0000 UTC;2.93;Clouds
2022-11-17 21:00:00 +0000 UTC;2.93;Clouds
2022-11-17 22:00:00 +0000 UTC;3.29;Clouds
2022-11-17 23:00:00 +0000 UTC;3.27;Clouds
2022-11-18 00:00:00 +0000 UTC;3.29;Clouds
2022-11-18 01:00:00 +0000 UTC;2.37;Rain
2022-11-18 02:00:00 +0000 UTC;2.62;Clouds
2022-11-18 03:00:00 +0000 UTC;2.36;Clouds
2022-11-18 04:00:00 +0000 UTC;1.83;Clouds
2022-11-18 05:00:00 +0000 UTC;2.6;Clouds
2022-11-18 06:00:00 +0000 UTC;1.9;Clouds
2022-11-18 07:00:00 +0000 UTC;1.11;Clouds
2022-11-18 08:00:00 +0000 UTC;1.14;Clouds
2022-11-18 09:00:00 +0000 UTC;3.01;Clouds
2022-11-18 10:00:00 +0000 UTC;4.28;Clouds
2022-11-18 11:00:00 +0000 UTC;4.63;Clouds
2022-11-18 12:00:00 +0000 UTC;4.73;Clouds
2022-11-18 13:00:00 +0000 UTC;3.78;Clouds
2022-11-18 14:00:00 +0000 UTC;3.72;Clouds
2022-11-18 15:00:00 +0000 UTC;3.69;Clear
2022-11-18 16:00:00 +0000 UTC;2.78;Clear
2022-11-18 17:00:00 +0000 UTC;2.31;Clear
